checkpoint,condition,train_seed,comm_enabled,eval_seed,eval_policy,ablation,history_intervention,sender_remap,cross_play,scope,key,n_rounds,coop_rate,avg_reward,p_all_cooperate,avg_welfare,p_coop_given_m0,p_coop_given_m1,checkpoint_episode,suite_kind,observability_mode,public_signal_sigma
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1515.pt,cond1,1515,1,9001,greedy,none,none,none,none,regime,competitive,5288,0.0,4.0,0.0,16.0,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1515.pt,cond1,1515,1,9001,greedy,none,none,none,none,regime,cooperative,5917,0.7512675342234241,16.020280547574785,0.3557546053743451,64.08112219029914,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1515.pt,cond1,1515,1,9001,greedy,none,none,none,none,regime,mixed,18795,0.02279861665336526,4.221814312317106,0.0,16.887257249268423,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1515.pt,cond1,1515,1,9001,greedy,none,none,none,none,f_value,0.500,5288,0.0,4.0,0.0,16.0,0.0,0.0,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1515.pt,cond1,1515,1,9001,greedy,none,none,none,none,f_value,1.500,5824,8.585164835164836e-05,4.0001717032967035,0.0,16.000686813186814,8.768468586961288e-05,8.587007857112189e-05,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1515.pt,cond1,1515,1,9001,greedy,none,none,none,none,f_value,2.500,6298,0.004445855827246745,4.02667513496348,0.0,16.10670053985392,0.0038439635535307518,0.004562118126272913,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1515.pt,cond1,1515,1,9001,greedy,none,none,none,none,f_value,3.500,6673,0.05994305409860633,4.599430540986063,0.0,18.397722163944252,0.04989012777732563,0.07268170426065163,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1515.pt,cond1,1515,1,9001,greedy,none,none,none,none,f_value,5.000,5917,0.7512675342234241,16.020280547574785,0.3557546053743451,64.08112219029914,0.7363476218438051,0.7560372045396365,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1616.pt,cond1,1616,1,9001,greedy,none,none,none,none,regime,competitive,5288,0.0,4.0,0.0,16.0,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1616.pt,cond1,1616,1,9001,greedy,none,none,none,none,regime,cooperative,5917,0.702636471184722,15.242183538955551,0.3202636471184722,60.968734155822204,,,150000,comm,private,
